国名,名前,ポジション,クロス,決定力,ヘディング制度,ショートパス,ボレー,ドリブル,カーブ,FK精度,ロングパス,ボールコントロール,加速,トップスピード,俊敏性,リアクション,バランス,シュートパワー,ジャンプ,スタミナ,パワフル,ロングシュート,積極性,パスカット,ポジショニング,視野,ペナルティ,平静,防御意識,タックル,スライディング,GK ダイビング,GK ハンドリング,GK キック,GK ポジショニング,GK 反射神経,能力引用元
Morocco,Noussair MAZRAOUI,DEFENDER,78.0,69.0,65.0,82.0,56.0,82.0,67.0,42.0,75.0,84.0,83.0,84.0,86.0,77.0,67.0,68.0,69.0,88.0,68.0,61.0,69.0,80.0,84.0,76.0,44.0,79.0,74.0,77.0,80.0,12.0,7.0,13.0,12.0,12.0,FIFA22
Morocco,Nayef AGUERD,DEFENDER,48.0,40.0,81.0,74.0,41.0,58.0,50.0,41.0,72.0,75.0,67.0,80.0,59.0,78.0,56.0,69.0,89.0,79.0,75.0,54.0,77.0,79.0,52.0,60.0,48.0,69.0,78.0,81.0,78.0,7.0,15.0,9.0,14.0,6.0,FIFA22
Morocco,Romain SAISS,DEFENDER,54.0,52.0,77.0,77.0,47.0,63.0,65.0,54.0,78.0,72.0,54.0,64.0,61.0,78.0,60.0,67.0,82.0,73.0,75.0,58.0,86.0,80.0,53.0,71.0,47.0,76.0,80.0,79.0,77.0,10.0,16.0,6.0,11.0,7.0,FIFA22
Morocco,Jawad EL YAMIQ,DEFENDER,38.0,40.0,74.0,65.0,30.0,58.0,36.0,32.0,69.0,61.0,82.0,85.0,68.0,73.0,57.0,67.0,82.0,74.0,82.0,52.0,74.0,77.0,60.0,37.0,41.0,68.0,71.0,75.0,70.0,15.0,12.0,10.0,10.0,8.0,FIFA22
Morocco,Achraf DARI,DEFENDER,39.0,21.0,72.0,58.0,33.0,46.0,44.0,34.0,48.0,55.0,55.0,68.0,49.0,65.0,56.0,56.0,74.0,61.0,74.0,27.0,67.0,68.0,21.0,49.0,46.0,55.0,69.0,74.0,69.0,14.0,8.0,9.0,13.0,6.0,FIFA23
Morocco,Badr BENOUN,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Yahya ATTIAT-ALLAH,DEFENDER,72.0,51.0,57.0,64.0,45.0,66.0,67.0,62.0,63.0,69.0,77.0,78.0,71.0,67.0,72.0,59.0,72.0,81.0,68.0,50.0,65.0,63.0,58.0,61.0,55.0,60.0,60.0,65.0,63.0,14.0,14.0,11.0,8.0,7.0,FIFA23
Morocco,Sofyan AMRABAT,MIDFIELDER,59.0,70.0,61.0,80.0,68.0,71.0,69.0,58.0,71.0,82.0,69.0,69.0,64.0,74.0,82.0,72.0,69.0,78.0,80.0,75.0,75.0,74.0,68.0,68.0,57.0,82.0,77.0,73.0,67.0,13.0,13.0,6.0,16.0,12.0,FIFA22
Morocco,Hakim ZIYECH,MIDFIELDER,88.0,73.0,52.0,86.0,74.0,83.0,90.0,78.0,89.0,84.0,78.0,75.0,84.0,83.0,78.0,83.0,33.0,78.0,58.0,80.0,73.0,51.0,81.0,88.0,67.0,79.0,44.0,57.0,41.0,11.0,7.0,11.0,8.0,14.0,FIFA22
Morocco,Azzedine OUNAHI,MIDFIELDER,51.0,55.0,53.0,73.0,37.0,67.0,55.0,52.0,69.0,72.0,60.0,63.0,72.0,62.0,68.0,68.0,63.0,83.0,64.0,54.0,52.0,53.0,55.0,65.0,55.0,62.0,56.0,63.0,59.0,14.0,13.0,6.0,8.0,7.0,FIFA22
Morocco,Anass ZAROURY,MIDFIELDER,61.0,67.0,52.0,68.0,58.0,76.0,69.0,52.0,65.0,73.0,85.0,78.0,84.0,69.0,86.0,70.0,72.0,71.0,51.0,63.0,52.0,28.0,68.0,69.0,50.0,67.0,18.0,27.0,22.0,10.0,10.0,11.0,11.0,6.0,FIFA22
Morocco,Ilias CHAIR,MIDFIELDER,62.0,64.0,40.0,72.0,54.0,71.0,64.0,61.0,67.0,71.0,76.0,74.0,86.0,69.0,88.0,72.0,45.0,74.0,41.0,73.0,33.0,22.0,66.0,72.0,52.0,62.0,34.0,34.0,22.0,11.0,15.0,10.0,6.0,13.0,FIFA22
Morocco,Zakaria ABOUKHLAL,MIDFIELDER,61.0,67.0,48.0,63.0,54.0,73.0,68.0,52.0,54.0,68.0,87.0,85.0,85.0,61.0,76.0,72.0,62.0,77.0,59.0,67.0,52.0,20.0,62.0,65.0,62.0,64.0,28.0,29.0,33.0,10.0,6.0,10.0,5.0,12.0,FIFA22
Morocco,Selim AMALLAH,MIDFIELDER,70.0,72.0,64.0,72.0,72.0,77.0,73.0,74.0,74.0,74.0,69.0,68.0,71.0,70.0,58.0,78.0,69.0,74.0,76.0,79.0,77.0,66.0,71.0,72.0,79.0,72.0,62.0,62.0,57.0,13.0,10.0,10.0,8.0,14.0,FIFA22
Morocco,Sofiane BOUFAL,MIDFIELDER,72.0,71.0,38.0,79.0,72.0,87.0,76.0,64.0,70.0,81.0,82.0,78.0,89.0,71.0,86.0,71.0,41.0,62.0,58.0,68.0,51.0,23.0,76.0,79.0,72.0,73.0,18.0,42.0,35.0,9.0,16.0,10.0,14.0,7.0,FIFA22
Morocco,Bilal EL KHANNOUSS,MIDFIELDER,61.0,45.0,27.0,67.0,51.0,64.0,62.0,61.0,66.0,66.0,67.0,53.0,78.0,39.0,76.0,47.0,62.0,35.0,34.0,52.0,29.0,32.0,34.0,58.0,43.0,51.0,21.0,31.0,29.0,10.0,6.0,14.0,13.0,10.0,FIFA22
Morocco,Yahya JABRANE,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Abderrazak HAMDALLAH,FORWARD,66.0,81.0,74.0,72.0,72.0,78.0,74.0,72.0,60.0,75.0,71.0,74.0,78.0,77.0,52.0,78.0,71.0,71.0,78.0,70.0,57.0,20.0,78.0,74.0,63.0,77.0,30.0,25.0,20.0,9.0,11.0,9.0,15.0,10.0,FIFA22
Morocco,Abdelhamid SABIRI,FORWARD,62.0,64.0,68.0,69.0,41.0,76.0,74.0,68.0,63.0,74.0,71.0,55.0,77.0,70.0,63.0,75.0,70.0,72.0,67.0,74.0,53.0,46.0,67.0,62.0,57.0,64.0,48.0,53.0,54.0,8.0,6.0,14.0,8.0,12.0,FIFA22
Morocco,Abde EZZALZOULI,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Youssef EN NESYRI,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Walid CHEDDIRA,FORWARD,66.0,73.0,61.0,62.0,57.0,63.0,49.0,47.0,58.0,69.0,75.0,79.0,71.0,60.0,52.0,64.0,60.0,69.0,83.0,67.0,55.0,29.0,74.0,66.0,70.0,68.0,41.0,41.0,34.0,5.0,6.0,14.0,10.0,14.0,FIFA23
Netherlands,Remko PASVEER,GOALKEEPER,15.0,12.0,16.0,37.0,18.0,17.0,18.0,14.0,52.0,34.0,46.0,44.0,42.0,68.0,36.0,62.0,65.0,35.0,70.0,16.0,30.0,13.0,15.0,59.0,28.0,57.0,14.0,18.0,20.0,73.0,75.0,83.0,78.0,76.0,FIFA22
Netherlands,Justin BIJLOW,GOALKEEPER,10.0,10.0,11.0,33.0,10.0,11.0,10.0,10.0,44.0,21.0,58.0,58.0,56.0,77.0,32.0,58.0,67.0,30.0,70.0,10.0,22.0,10.0,10.0,58.0,16.0,54.0,16.0,12.0,14.0,82.0,75.0,77.0,76.0,80.0,FIFA22
Netherlands,Andries NOPPERT,GOALKEEPER,14.0,19.0,19.0,20.0,19.0,19.0,41.0,14.0,39.0,20.0,45.0,50.0,40.0,60.0,60.0,47.0,66.0,42.0,66.0,20.0,21.0,16.0,15.0,16.0,19.0,54.0,10.0,15.0,13.0,66.0,63.0,63.0,65.0,64.0,FIFA22
Netherlands,Jurrien TIMBER,DEFENDER,59.0,41.0,68.0,79.0,41.0,76.0,44.0,31.0,69.0,77.0,80.0,86.0,73.0,78.0,74.0,58.0,84.0,78.0,80.0,46.0,76.0,78.0,66.0,63.0,42.0,84.0,82.0,83.0,75.0,6.0,6.0,8.0,14.0,14.0,FIFA22
Netherlands,Matthijs DE LIGT,DEFENDER,52.0,50.0,85.0,75.0,45.0,65.0,48.0,55.0,67.0,73.0,71.0,79.0,60.0,84.0,62.0,82.0,93.0,75.0,93.0,66.0,83.0,81.0,44.0,45.0,40.0,82.0,84.0,86.0,85.0,12.0,11.0,11.0,12.0,10.0,FIFA22
Netherlands,Virgil VAN DIJK,DEFENDER,53.0,52.0,87.0,79.0,45.0,70.0,60.0,70.0,86.0,76.0,70.0,90.0,61.0,89.0,53.0,81.0,88.0,74.0,93.0,64.0,85.0,90.0,47.0,65.0,62.0,90.0,92.0,92.0,86.0,13.0,10.0,13.0,11.0,11.0,FIFA22
Netherlands,Nathan AKE,DEFENDER,63.0,48.0,76.0,77.0,52.0,67.0,62.0,59.0,72.0,74.0,80.0,72.0,72.0,76.0,68.0,63.0,89.0,74.0,76.0,56.0,72.0,80.0,51.0,66.0,53.0,76.0,78.0,81.0,79.0,10.0,7.0,7.0,16.0,10.0,FIFA22
Netherlands,Stefan DE VRIJ,DEFENDER,49.0,25.0,84.0,75.0,27.0,66.0,45.0,16.0,71.0,73.0,67.0,69.0,61.0,85.0,59.0,65.0,79.0,80.0,79.0,60.0,77.0,87.0,31.0,70.0,41.0,85.0,88.0,87.0,85.0,8.0,10.0,7.0,14.0,13.0,FIFA22
Netherlands,Tyrell MALACIA,DEFENDER,72.0,50.0,58.0,75.0,59.0,78.0,45.0,48.0,56.0,76.0,84.0,85.0,84.0,75.0,89.0,65.0,85.0,80.0,72.0,62.0,80.0,77.0,60.0,60.0,46.0,65.0,74.0,81.0,81.0,9.0,9.0,12.0,8.0,8.0,FIFA22
Netherlands,Daley BLIND,DEFENDER,80.0,56.0,76.0,83.0,66.0,77.0,84.0,62.0,84.0,82.0,48.0,43.0,72.0,83.0,72.0,74.0,76.0,76.0,70.0,64.0,64.0,86.0,68.0,83.0,54.0,84.0,82.0,80.0,81.0,12.0,9.0,10.0,14.0,10.0,FIFA22
Netherlands,Denzel DUMFRIES,DEFENDER,73.0,67.0,84.0,74.0,38.0,71.0,50.0,35.0,65.0,74.0,76.0,84.0,68.0,80.0,60.0,66.0,92.0,94.0,89.0,54.0,83.0,77.0,74.0,58.0,48.0,73.0,75.0,79.0,77.0,10.0,10.0,7.0,13.0,14.0,FIFA22
Netherlands,Jeremie FRIMPONG,DEFENDER,78.0,57.0,46.0,73.0,43.0,82.0,72.0,47.0,65.0,77.0,94.0,93.0,91.0,69.0,90.0,53.0,73.0,84.0,62.0,48.0,74.0,70.0,72.0,69.0,39.0,70.0,72.0,77.0,72.0,12.0,7.0,8.0,13.0,14.0,FIFA22
Netherlands,Steven BERGWIJN,FORWARD,76.0,76.0,60.0,79.0,76.0,84.0,78.0,65.0,64.0,82.0,87.0,85.0,79.0,79.0,89.0,84.0,68.0,74.0,75.0,80.0,54.0,34.0,78.0,78.0,68.0,76.0,52.0,36.0,32.0,11.0,14.0,12.0,14.0,13.0,FIFA22
Netherlands,Cody GAKPO,FORWARD,79.0,81.0,60.0,74.0,74.0,85.0,77.0,75.0,66.0,82.0,85.0,87.0,80.0,76.0,71.0,84.0,74.0,78.0,76.0,79.0,60.0,39.0,78.0,77.0,63.0,76.0,43.0,38.0,28.0,15.0,11.0,7.0,9.0,5.0,FIFA22
Netherlands,Luuk DE JONG,FORWARD,66.0,79.0,92.0,79.0,83.0,67.0,63.0,69.0,62.0,79.0,48.0,52.0,54.0,75.0,57.0,83.0,88.0,71.0,84.0,70.0,54.0,40.0,83.0,69.0,67.0,76.0,39.0,43.0,37.0,16.0,10.0,8.0,8.0,11.0,FIFA22
Netherlands,Memphis DEPAY,FORWARD,84.0,84.0,65.0,81.0,74.0,87.0,85.0,83.0,76.0,87.0,82.0,84.0,80.0,84.0,81.0,87.0,69.0,79.0,83.0,83.0,72.0,28.0,85.0,85.0,76.0,80.0,23.0,31.0,20.0,8.0,14.0,6.0,12.0,10.0,FIFA22
Netherlands,Noa LANG,FORWARD,66.0,74.0,48.0,77.0,80.0,84.0,69.0,57.0,67.0,81.0,86.0,82.0,86.0,79.0,86.0,72.0,67.0,74.0,63.0,69.0,70.0,57.0,74.0,75.0,71.0,82.0,47.0,51.0,43.0,13.0,7.0,13.0,12.0,12.0,FIFA22
Netherlands,Vincent JANSSEN,FORWARD,35.0,69.0,72.0,72.0,63.0,67.0,54.0,39.0,66.0,70.0,75.0,75.0,69.0,75.0,63.0,80.0,71.0,72.0,91.0,66.0,83.0,19.0,77.0,75.0,81.0,74.0,45.0,37.0,37.0,13.0,7.0,11.0,15.0,16.0,FIFA22
Netherlands,Wout WEGHORST,FORWARD,42.0,80.0,90.0,76.0,80.0,65.0,40.0,37.0,49.0,79.0,59.0,66.0,62.0,83.0,44.0,84.0,79.0,84.0,90.0,72.0,85.0,34.0,82.0,67.0,71.0,81.0,44.0,67.0,30.0,11.0,9.0,14.0,16.0,12.0,FIFA22
Netherlands,Steven BERGHUIS,MIDFIELDER,84.0,81.0,48.0,83.0,76.0,82.0,86.0,76.0,82.0,84.0,83.0,78.0,84.0,79.0,75.0,82.0,56.0,79.0,61.0,85.0,70.0,37.0,80.0,83.0,84.0,80.0,41.0,36.0,30.0,9.0,11.0,7.0,7.0,15.0,FIFA22
Netherlands,Davy KLAASSEN,MIDFIELDER,67.0,81.0,77.0,78.0,82.0,75.0,61.0,53.0,76.0,80.0,67.0,71.0,67.0,80.0,68.0,81.0,69.0,89.0,73.0,74.0,79.0,73.0,83.0,78.0,76.0,82.0,71.0,75.0,65.0,12.0,6.0,13.0,16.0,10.0,FIFA22
Netherlands,Marten DE ROON,MIDFIELDER,68.0,60.0,75.0,76.0,64.0,69.0,61.0,48.0,73.0,75.0,66.0,74.0,61.0,78.0,73.0,76.0,80.0,87.0,81.0,77.0,84.0,83.0,67.0,67.0,80.0,81.0,82.0,84.0,79.0,14.0,15.0,7.0,12.0,12.0,FIFA22
Netherlands,Teun KOOPMEINERS,MIDFIELDER,76.0,67.0,73.0,82.0,66.0,73.0,69.0,77.0,83.0,79.0,66.0,64.0,66.0,82.0,71.0,78.0,78.0,84.0,75.0,76.0,73.0,79.0,72.0,76.0,85.0,79.0,77.0,75.0,75.0,14.0,8.0,14.0,12.0,10.0,FIFA22
Netherlands,Frenkie DE JONG,MIDFIELDER,78.0,72.0,72.0,91.0,70.0,87.0,84.0,64.0,88.0,89.0,80.0,82.0,87.0,88.0,79.0,68.0,76.0,89.0,74.0,66.0,74.0,82.0,77.0,86.0,53.0,90.0,76.0,76.0,77.0,7.0,13.0,10.0,10.0,9.0,FIFA22
Netherlands,Kenneth TAYLOR,MIDFIELDER,73.0,67.0,55.0,74.0,59.0,72.0,73.0,75.0,77.0,75.0,72.0,75.0,70.0,66.0,69.0,74.0,49.0,67.0,62.0,69.0,68.0,59.0,63.0,73.0,56.0,72.0,59.0,58.0,62.0,9.0,12.0,10.0,6.0,7.0,FIFA22
Netherlands,Xavi SIMONS,MIDFIELDER,62.0,62.0,44.0,71.0,56.0,72.0,71.0,65.0,66.0,73.0,75.0,68.0,77.0,69.0,84.0,66.0,56.0,66.0,61.0,62.0,72.0,61.0,72.0,68.0,63.0,70.0,44.0,64.0,52.0,9.0,11.0,5.0,8.0,10.0,FIFA22
Poland,Wojciech SZCZESNY,GOALKEEPER,12.0,12.0,16.0,32.0,14.0,11.0,16.0,14.0,36.0,22.0,51.0,47.0,55.0,82.0,51.0,55.0,71.0,45.0,65.0,14.0,40.0,15.0,14.0,48.0,18.0,65.0,20.0,13.0,12.0,86.0,81.0,73.0,86.0,87.0,FIFA22
Poland,Lukasz SKORUPSKI,GOALKEEPER,19.0,11.0,10.0,29.0,17.0,18.0,12.0,19.0,26.0,23.0,51.0,51.0,48.0,68.0,38.0,41.0,66.0,31.0,58.0,15.0,33.0,17.0,13.0,32.0,22.0,58.0,18.0,12.0,12.0,78.0,72.0,54.0,74.0,81.0,FIFA22
Poland,Kamil GRABARA,GOALKEEPER,15.0,14.0,20.0,38.0,12.0,18.0,18.0,20.0,36.0,28.0,38.0,39.0,41.0,62.0,42.0,50.0,50.0,35.0,67.0,15.0,30.0,20.0,11.0,47.0,20.0,44.0,22.0,16.0,15.0,74.0,70.0,66.0,72.0,73.0,FIFA22
Poland,Matty CASH,DEFENDER,80.0,66.0,49.0,73.0,48.0,74.0,66.0,48.0,70.0,73.0,79.0,81.0,85.0,78.0,69.0,67.0,77.0,87.0,58.0,64.0,82.0,76.0,65.0,67.0,44.0,72.0,75.0,76.0,78.0,15.0,16.0,13.0,13.0,8.0,FIFA22
Poland,Artur JEDRZEJCZYK,DEFENDER,61.0,43.0,67.0,62.0,52.0,60.0,47.0,34.0,62.0,61.0,62.0,54.0,56.0,65.0,61.0,69.0,80.0,72.0,81.0,39.0,81.0,68.0,58.0,50.0,34.0,66.0,63.0,69.0,65.0,7.0,8.0,12.0,16.0,11.0,FIFA22
Poland,Mateusz WIETESKA,DEFENDER,33.0,36.0,71.0,62.0,32.0,34.0,29.0,24.0,49.0,58.0,58.0,66.0,65.0,64.0,56.0,38.0,88.0,68.0,77.0,19.0,72.0,67.0,41.0,40.0,39.0,72.0,64.0,69.0,65.0,15.0,12.0,13.0,16.0,9.0,FIFA22
Poland,Jan BEDNAREK,DEFENDER,44.0,19.0,80.0,65.0,20.0,50.0,23.0,26.0,55.0,59.0,51.0,54.0,52.0,77.0,59.0,25.0,81.0,75.0,82.0,23.0,79.0,81.0,26.0,52.0,32.0,62.0,74.0,76.0,74.0,11.0,13.0,16.0,7.0,9.0,FIFA22
Poland,Jakub KIWIOR,DEFENDER,41.0,29.0,63.0,62.0,32.0,56.0,33.0,34.0,58.0,61.0,61.0,66.0,49.0,66.0,53.0,57.0,65.0,76.0,71.0,28.0,68.0,64.0,53.0,57.0,39.0,65.0,65.0,67.0,64.0,7.0,7.0,6.0,13.0,14.0,FIFA22
Poland,Kamil GLIK,DEFENDER,29.0,27.0,77.0,63.0,17.0,49.0,35.0,26.0,63.0,59.0,34.0,37.0,32.0,70.0,50.0,57.0,75.0,62.0,84.0,20.0,85.0,71.0,24.0,23.0,39.0,75.0,71.0,71.0,71.0,10.0,14.0,5.0,8.0,10.0,FIFA22
Poland,Bartosz BERESZYNSKI,DEFENDER,67.0,50.0,60.0,68.0,56.0,68.0,60.0,50.0,62.0,70.0,83.0,85.0,73.0,68.0,72.0,64.0,69.0,84.0,68.0,60.0,71.0,67.0,60.0,60.0,50.0,69.0,66.0,69.0,68.0,9.0,8.0,16.0,7.0,15.0,FIFA22
Poland,Robert GUMNY,DEFENDER,64.0,28.0,50.0,68.0,46.0,66.0,53.0,31.0,52.0,70.0,85.0,74.0,79.0,63.0,75.0,47.0,66.0,79.0,70.0,38.0,41.0,68.0,59.0,57.0,38.0,64.0,69.0,71.0,68.0,11.0,6.0,13.0,12.0,6.0,FIFA22
Poland,Krystian BIELIK,MIDFIELDER,49.0,33.0,70.0,71.0,46.0,72.0,48.0,45.0,73.0,69.0,54.0,63.0,65.0,68.0,48.0,62.0,65.0,65.0,79.0,52.0,73.0,73.0,59.0,68.0,42.0,74.0,71.0,71.0,67.0,15.0,7.0,12.0,8.0,8.0,FIFA22
Poland,Damian SZYMANSKI,MIDFIELDER,53.0,68.0,64.0,70.0,61.0,65.0,65.0,52.0,69.0,71.0,70.0,69.0,68.0,68.0,68.0,69.0,63.0,86.0,73.0,67.0,82.0,68.0,73.0,71.0,48.0,70.0,70.0,70.0,70.0,15.0,14.0,16.0,14.0,10.0,FIFA22
Poland,Grzegorz KRYCHOWIAK,MIDFIELDER,63.0,72.0,75.0,78.0,75.0,70.0,54.0,62.0,81.0,79.0,60.0,69.0,55.0,80.0,53.0,82.0,74.0,78.0,83.0,78.0,80.0,77.0,72.0,69.0,78.0,80.0,75.0,76.0,72.0,15.0,14.0,8.0,6.0,7.0,FIFA22
Poland,Kamil GROSICKI,MIDFIELDER,71.0,67.0,63.0,67.0,68.0,70.0,73.0,69.0,62.0,71.0,87.0,85.0,78.0,67.0,73.0,70.0,52.0,54.0,65.0,68.0,47.0,48.0,70.0,70.0,65.0,68.0,36.0,28.0,20.0,16.0,10.0,15.0,14.0,11.0,FIFA22
Poland,Jakub KAMINSKI,MIDFIELDER,63.0,64.0,51.0,65.0,46.0,73.0,66.0,48.0,51.0,67.0,90.0,92.0,84.0,57.0,67.0,64.0,54.0,58.0,55.0,62.0,40.0,51.0,64.0,63.0,52.0,59.0,44.0,47.0,43.0,5.0,10.0,13.0,8.0,14.0,FIFA22
Poland,Szymon ZURKOWSKI,MIDFIELDER,67.0,67.0,59.0,73.0,56.0,73.0,64.0,52.0,70.0,72.0,78.0,85.0,75.0,74.0,81.0,75.0,71.0,89.0,78.0,72.0,75.0,73.0,72.0,72.0,52.0,78.0,73.0,70.0,69.0,10.0,6.0,11.0,13.0,6.0,FIFA22
Poland,Sebastian SZYMANSKI,MIDFIELDER,78.0,66.0,58.0,74.0,47.0,75.0,80.0,69.0,68.0,76.0,85.0,82.0,85.0,72.0,82.0,67.0,52.0,70.0,32.0,71.0,62.0,23.0,72.0,74.0,54.0,73.0,36.0,44.0,32.0,9.0,10.0,10.0,14.0,14.0,FIFA22
Poland,Piotr ZIELINSKI,MIDFIELDER,73.0,74.0,52.0,84.0,75.0,87.0,80.0,65.0,81.0,85.0,83.0,79.0,85.0,81.0,79.0,79.0,52.0,77.0,57.0,83.0,56.0,75.0,80.0,84.0,51.0,75.0,69.0,72.0,71.0,12.0,9.0,12.0,11.0,6.0,FIFA22
Poland,Nicola ZALEWSKI,MIDFIELDER,64.0,58.0,42.0,72.0,59.0,74.0,59.0,57.0,63.0,73.0,79.0,79.0,69.0,62.0,75.0,72.0,57.0,69.0,44.0,46.0,54.0,39.0,64.0,63.0,63.0,63.0,53.0,49.0,46.0,10.0,5.0,7.0,8.0,15.0,FIFA22
Poland,Przemyslaw FRANKOWSKI,MIDFIELDER,76.0,69.0,56.0,75.0,67.0,74.0,71.0,53.0,71.0,73.0,93.0,92.0,76.0,74.0,76.0,69.0,74.0,82.0,70.0,68.0,66.0,65.0,73.0,69.0,54.0,72.0,64.0,68.0,63.0,7.0,14.0,13.0,8.0,11.0,FIFA22
Poland,Michal SKORAS,MIDFIELDER,60.0,56.0,48.0,62.0,45.0,65.0,49.0,40.0,58.0,61.0,84.0,80.0,85.0,57.0,75.0,51.0,56.0,83.0,56.0,39.0,64.0,41.0,60.0,60.0,52.0,55.0,44.0,23.0,28.0,7.0,12.0,9.0,8.0,8.0,FIFA22
Poland,Arkadiusz MILIK,FORWARD,63.0,84.0,79.0,73.0,78.0,74.0,76.0,84.0,64.0,79.0,60.0,68.0,66.0,74.0,63.0,84.0,65.0,63.0,75.0,79.0,67.0,36.0,80.0,64.0,79.0,76.0,35.0,34.0,32.0,9.0,16.0,16.0,15.0,6.0,FIFA22
Poland,Robert LEWANDOWSKI,FORWARD,71.0,95.0,90.0,85.0,89.0,85.0,79.0,85.0,70.0,88.0,77.0,78.0,77.0,93.0,82.0,90.0,85.0,76.0,86.0,87.0,81.0,49.0,95.0,81.0,90.0,88.0,35.0,42.0,19.0,15.0,6.0,12.0,8.0,10.0,FIFA22
Poland,Karol SWIDERSKI,FORWARD,50.0,78.0,75.0,70.0,71.0,69.0,61.0,60.0,59.0,75.0,69.0,68.0,72.0,71.0,62.0,73.0,59.0,74.0,75.0,69.0,60.0,33.0,77.0,65.0,69.0,75.0,31.0,21.0,19.0,14.0,12.0,11.0,12.0,7.0,FIFA23
Poland,Krzysztof PIATEK,FORWARD,51.0,80.0,76.0,64.0,74.0,70.0,60.0,40.0,35.0,75.0,68.0,75.0,69.0,75.0,62.0,77.0,80.0,72.0,76.0,66.0,54.0,31.0,80.0,52.0,73.0,75.0,33.0,34.0,24.0,10.0,15.0,10.0,6.0,13.0,FIFA22
Portugal,RUI PATRICIO,GOALKEEPER,12.0,12.0,11.0,34.0,16.0,20.0,10.0,16.0,32.0,25.0,53.0,57.0,61.0,76.0,54.0,58.0,79.0,45.0,77.0,11.0,37.0,23.0,13.0,64.0,32.0,66.0,14.0,13.0,11.0,82.0,80.0,77.0,80.0,83.0,FIFA22
Portugal,JOSE SA,GOALKEEPER,18.0,15.0,14.0,30.0,17.0,17.0,12.0,21.0,20.0,19.0,50.0,53.0,62.0,78.0,40.0,55.0,70.0,34.0,75.0,18.0,35.0,18.0,17.0,47.0,11.0,42.0,14.0,19.0,15.0,83.0,77.0,73.0,79.0,83.0,FIFA22
Portugal,DIOGO COSTA,GOALKEEPER,13.0,6.0,11.0,28.0,8.0,18.0,10.0,10.0,29.0,25.0,30.0,36.0,34.0,76.0,35.0,53.0,53.0,23.0,63.0,9.0,23.0,18.0,18.0,49.0,14.0,44.0,19.0,13.0,11.0,75.0,73.0,71.0,76.0,80.0,FIFA22
Portugal,DIOGO DALOT,DEFENDER,77.0,52.0,70.0,78.0,44.0,80.0,78.0,44.0,68.0,77.0,82.0,80.0,79.0,75.0,72.0,78.0,84.0,76.0,75.0,64.0,79.0,74.0,74.0,70.0,43.0,75.0,70.0,76.0,74.0,10.0,6.0,10.0,6.0,8.0,FIFA22
Portugal,PEPE ,DEFENDER,46.0,46.0,81.0,73.0,23.0,58.0,44.0,47.0,75.0,60.0,75.0,78.0,62.0,81.0,48.0,63.0,89.0,82.0,86.0,56.0,94.0,80.0,40.0,48.0,57.0,80.0,86.0,82.0,81.0,8.0,15.0,5.0,9.0,10.0,FIFA22
Portugal,RUBEN DIAS,DEFENDER,54.0,29.0,87.0,82.0,32.0,64.0,46.0,48.0,76.0,74.0,58.0,69.0,61.0,88.0,56.0,74.0,78.0,87.0,89.0,22.0,92.0,85.0,39.0,51.0,45.0,81.0,90.0,89.0,85.0,7.0,8.0,13.0,7.0,12.0,FIFA22
Portugal,RAPHAEL GUERREIRO,DEFENDER,86.0,77.0,44.0,88.0,79.0,87.0,85.0,82.0,85.0,87.0,84.0,67.0,88.0,86.0,90.0,78.0,53.0,79.0,50.0,80.0,45.0,83.0,79.0,85.0,44.0,86.0,79.0,77.0,78.0,12.0,6.0,8.0,11.0,8.0,FIFA22
Portugal,DANILO ,DEFENDER,76.0,59.0,76.0,77.0,69.0,73.0,73.0,73.0,74.0,79.0,67.0,77.0,62.0,77.0,65.0,84.0,75.0,77.0,80.0,69.0,78.0,82.0,69.0,64.0,67.0,78.0,82.0,82.0,80.0,14.0,5.0,15.0,14.0,5.0,FIFA22
Portugal,NUNO MENDES,DEFENDER,78.0,45.0,68.0,77.0,54.0,77.0,66.0,59.0,70.0,79.0,91.0,90.0,83.0,78.0,84.0,80.0,71.0,82.0,70.0,63.0,73.0,74.0,73.0,70.0,45.0,75.0,73.0,78.0,74.0,7.0,8.0,8.0,12.0,15.0,FIFA22
Portugal,JOAO CANCELO,DEFENDER,88.0,69.0,72.0,88.0,62.0,85.0,87.0,69.0,79.0,87.0,86.0,84.0,80.0,85.0,78.0,80.0,72.0,90.0,62.0,79.0,73.0,82.0,81.0,84.0,52.0,86.0,81.0,84.0,80.0,6.0,9.0,15.0,14.0,14.0,FIFA22
Portugal,ANTONIO SILVA,DEFENDER,64.0,65.0,43.0,74.0,53.0,76.0,66.0,39.0,77.0,76.0,85.0,83.0,90.0,74.0,72.0,65.0,53.0,71.0,44.0,70.0,30.0,64.0,75.0,74.0,47.0,75.0,67.0,54.0,52.0,13.0,11.0,14.0,11.0,14.0,FIFA22
Portugal,JOAO PALHINHA,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
